;Ano;FT_Goals_H;FT_Goals_A;Odds_0x0;Odds_1x1;Odds_2x2;Odds_3x3;Odds_0x1;Odds_0x2;Odds_0x3;Odds_1x0;Odds_1x2;Odds_1x3;Odds_2x0;Odds_2x1;Odds_2x3;Odds_3x0;Odds_3x1;Odds_3x2
53;2021;1;0;8.00;6.00;15.00;91.00;10.00;21.00;61.00;6.00;13.00;41.00;8.00;8.00;46.00;15.00;17.00;26.00
54;2021;1;0;5.00;5.50;21.00;176.00;6.00;13.00;41.00;5.50;11.00;36.00;12.00;11.00;71.00;34.00;34.00;71.00
55;2021;0;2;8.50;6.00;13.00;76.00;9.50;15.00;46.00;6.50;11.00;31.00;10.00;8.00;36.00;21.00;17.00;26.00
56;2021;0;4;7.00;5.50;15.00;91.00;7.50;13.00;36.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;21.00;36.00
57;2021;0;0;10.00;7.00;15.00;91.00;14.00;31.00;91.00;5.50;15.00;51.00;7.00;7.00;51.00;12.00;12.00;23.00
58;2021;1;0;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;23.00;41.00
59;2021;2;0;11.00;8.50;21.00;101.00;19.00;46.00;201.00;5.00;23.00;101.00;5.50;7.00;91.00;9.00;11.00;26.00
60;2021;3;0;11.00;7.50;17.00;81.00;15.00;36.00;101.00;5.50;18.00;61.00;6.50;7.00;56.00;10.00;12.00;23.00
61;2021;0;1;10.00;7.50;19.00;101.00;5.00;6.00;11.00;14.00;7.50;12.00;36.00;19.00;26.00;126.00;67.00;76.00
62;2021;2;1;7.50;6.50;18.00;126.00;11.00;26.00;91.00;5.00;17.00;61.00;7.00;8.00;71.00;13.00;15.00;31.00
63;2021;0;2;7.00;6.00;15.00;101.00;6.00;9.50;21.00;8.00;8.50;19.00;15.00;11.00;36.00;46.00;31.00;46.00
64;2021;2;1;8.00;6.00;14.00;81.00;6.50;10.00;23.00;8.00;8.50;20.00;14.00;10.00;31.00;36.00;26.00;36.00
65;2021;0;4;9.50;6.00;12.00;56.00;8.50;12.00;26.00;8.50;8.50;19.00;13.00;9.00;23.00;31.00;21.00;26.00
66;2021;3;2;6.50;7.00;26.00;201.00;12.00;36.00;176.00;4.20;21.00;101.00;6.00;8.50;101.00;12.00;17.00;46.00
67;2021;2;1;7.00;6.00;15.00;91.00;9.00;18.00;56.00;5.50;12.00;36.00;9.00;8.00;51.00;20.00;18.00;34.00
68;2021;3;0;7.50;6.00;15.00;91.00;9.00;18.00;61.00;6.00;12.00;36.00;8.50;8.00;46.00;18.00;18.00;26.00
69;2021;3;1;7.50;5.50;15.00;91.00;8.50;17.00;46.00;6.00;11.00;34.00;9.50;8.00;41.00;19.00;19.00;36.00
70;2021;0;0;7.00;6.00;15.00;101.00;8.50;15.00;51.00;6.00;12.00;36.00;9.00;8.50;46.00;20.00;19.00;34.00
71;2021;3;0;12.00;7.50;15.00;67.00;15.00;31.00;91.00;6.50;15.00;51.00;7.00;7.00;46.00;11.00;11.00;21.00
72;2021;1;1;7.00;5.50;15.00;91.00;7.50;13.00;36.00;7.00;9.50;26.00;11.00;9.50;36.00;26.00;23.00;36.00
73;2021;2;1;5.50;5.50;19.00;151.00;6.50;13.00;41.00;6.00;11.00;34.00;11.00;10.00;56.00;31.00;26.00;51.00
74;2021;2;3;7.00;5.50;14.00;91.00;6.50;11.00;26.00;7.50;9.00;23.00;13.00;10.00;36.00;36.00;26.00;41.00
75;2021;4;0;12.00;9.00;21.00;126.00;19.00;56.00;201.00;5.50;23.00;91.00;5.50;7.00;91.00;8.50;11.00;26.00
76;2021;3;0;8.00;7.00;23.00;151.00;13.00;36.00;126.00;4.50;19.00;81.00;6.00;7.50;91.00;11.00;14.00;31.00
77;2021;2;0;8.50;5.50;13.00;71.00;8.00;13.00;36.00;7.50;9.50;23.00;11.00;9.00;31.00;26.00;21.00;31.00
78;2021;2;1;8.00;6.50;17.00;101.00;11.00;26.00;91.00;5.00;15.00;56.00;7.00;7.50;61.00;13.00;15.00;31.00
79;2021;1;0;6.50;5.50;15.00;101.00;7.00;15.00;46.00;6.00;11.00;34.00;10.00;9.50;46.00;23.00;23.00;41.00
80;2021;2;2;14.00;9.00;19.00;81.00;6.00;6.00;9.00;21.00;7.00;10.00;46.00;23.00;21.00;151.00;81.00;71.00
81;2021;1;0;6.50;6.00;18.00;101.00;10.00;23.00;91.00;5.00;15.00;51.00;7.50;8.00;61.00;15.00;18.00;34.00
82;2021;1;0;7.00;5.50;14.00;81.00;7.00;11.00;26.00;7.00;9.50;21.00;13.00;10.00;36.00;31.00;26.00;36.00
83;2021;1;0;9.50;7.00;17.00;91.00;13.00;26.00;91.00;5.50;15.00;56.00;7.00;7.00;67.00;12.00;13.00;26.00
84;2021;0;2;8.00;6.00;15.00;81.00;9.00;17.00;51.00;6.00;11.00;34.00;9.00;8.00;46.00;20.00;17.00;26.00
85;2021;0;2;8.00;6.00;14.00;91.00;6.00;9.00;19.00;9.00;8.00;18.00;17.00;12.00;31.00;46.00;36.00;46.00
86;2021;1;0;6.50;6.50;21.00;201.00;10.00;26.00;101.00;4.50;19.00;76.00;6.50;8.00;91.00;13.00;17.00;41.00
87;2021;1;0;7.00;5.50;15.00;101.00;8.00;15.00;51.00;6.00;11.00;31.00;9.50;9.00;51.00;21.00;21.00;36.00
88;2021;1;0;7.00;6.50;19.00;126.00;10.00;26.00;91.00;5.00;15.00;56.00;7.00;8.00;81.00;14.00;17.00;34.00
89;2021;2;0;15.00;10.00;21.00;91.00;26.00;67.00;201.00;6.50;26.00;91.00;6.00;7.00;81.00;8.00;10.00;23.00
90;2021;0;0;7.50;6.50;19.00;126.00;11.00;31.00;126.00;5.00;18.00;67.00;6.50;8.00;71.00;13.00;15.00;34.00
91;2021;2;1;11.00;8.00;19.00;91.00;18.00;41.00;176.00;5.50;21.00;81.00;6.00;7.00;71.00;9.50;11.00;23.00
92;2021;2;2;8.00;6.00;14.00;71.00;7.00;10.00;23.00;8.50;8.50;19.00;15.00;10.00;26.00;36.00;26.00;36.00
93;2021;1;0;11.00;9.00;21.00;151.00;19.00;51.00;201.00;5.00;26.00;101.00;5.50;7.50;101.00;8.50;11.00;26.00
94;2021;1;0;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;26.00;11.00;10.00;46.00;26.00;23.00;36.00
95;2021;2;0;6.00;5.50;18.00;151.00;7.00;14.00;46.00;5.50;11.00;36.00;10.00;9.50;61.00;26.00;23.00;41.00
96;2021;1;0;8.50;6.50;17.00;101.00;11.00;26.00;91.00;5.50;15.00;51.00;7.00;7.50;61.00;13.00;14.00;26.00
97;2021;1;0;6.50;5.50;15.00;101.00;8.00;15.00;46.00;6.00;11.00;34.00;9.50;9.00;51.00;23.00;21.00;36.00
98;2021;1;3;8.50;6.00;13.00;71.00;7.50;12.00;26.00;8.00;9.50;20.00;14.00;9.50;26.00;31.00;23.00;34.00
99;2021;2;1;7.50;6.00;15.00;101.00;8.50;17.00;51.00;6.00;12.00;36.00;9.00;8.00;51.00;20.00;19.00;34.00
100;2021;0;0;6.50;5.50;15.00;101.00;7.50;15.00;46.00;6.00;11.00;31.00;10.00;9.50;46.00;26.00;23.00;36.00
101;2021;1;0;8.50;6.00;14.00;76.00;8.50;15.00;36.00;7.00;10.00;26.00;10.00;8.50;36.00;23.00;18.00;26.00
102;2021;0;1;7.50;6.50;17.00;101.00;10.00;23.00;91.00;5.00;15.00;51.00;7.50;8.00;67.00;14.00;15.00;31.00
103;2021;3;0;10.00;8.00;20.00;126.00;15.00;46.00;151.00;5.00;21.00;81.00;6.00;7.00;81.00;9.50;12.00;26.00
104;2021;1;1;7.50;6.00;15.00;91.00;9.50;18.00;61.00;5.50;13.00;36.00;9.00;8.00;46.00;17.00;17.00;31.00
105;2021;2;0;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.00;10.00;31.00;11.00;9.50;46.00;26.00;23.00;36.00
106;2021;2;1;12.00;9.00;20.00;101.00;20.00;51.00;201.00;5.50;23.00;101.00;5.50;7.00;91.00;8.50;11.00;23.00
107;2021;2;0;7.00;5.50;15.00;91.00;7.00;12.00;34.00;6.50;9.50;23.00;12.00;10.00;36.00;31.00;26.00;36.00
108;2021;3;0;11.00;8.00;17.00;91.00;17.00;41.00;126.00;5.50;20.00;67.00;6.50;7.00;67.00;10.00;11.00;23.00
109;2021;1;0;8.50;6.00;13.00;71.00;8.00;13.00;31.00;7.50;9.50;23.00;12.00;9.00;31.00;26.00;21.00;26.00
110;2021;2;1;12.00;10.00;26.00;176.00;23.00;91.00;201.00;5.00;36.00;176.00;5.00;8.00;176.00;7.00;11.00;34.00
111;2021;2;2;7.00;5.50;15.00;101.00;9.00;18.00;56.00;6.00;12.00;36.00;9.00;8.00;46.00;19.00;19.00;34.00
112;2021;3;0;9.00;7.00;19.00;101.00;13.00;34.00;126.00;5.00;19.00;71.00;6.50;7.50;71.00;11.00;13.00;26.00
113;2021;3;1;7.50;6.50;17.00;101.00;5.50;7.50;15.00;10.00;7.50;15.00;21.00;14.00;31.00;81.00;51.00;61.00
114;2021;0;0;6.00;5.50;17.00;126.00;6.50;13.00;34.00;6.00;10.00;31.00;11.00;10.00;51.00;26.00;26.00;46.00
115;2021;0;2;7.00;5.50;15.00;91.00;8.00;14.00;41.00;6.00;10.00;31.00;10.00;8.50;41.00;23.00;21.00;34.00
116;2021;1;1;9.00;6.50;14.00;71.00;11.00;21.00;67.00;6.00;13.00;36.00;8.00;7.50;41.00;15.00;15.00;23.00
117;2021;1;2;7.50;5.50;14.00;81.00;6.50;11.00;26.00;8.00;9.00;21.00;14.00;10.00;34.00;36.00;26.00;36.00
118;2021;1;0;6.50;5.50;17.00;126.00;8.00;18.00;56.00;5.50;12.00;41.00;9.00;9.00;56.00;21.00;21.00;36.00
119;2021;0;0;15.00;11.00;26.00;101.00;26.00;91.00;201.00;6.00;34.00;126.00;5.50;7.50;126.00;7.00;10.00;26.00
120;2021;0;0;6.00;5.50;17.00;126.00;7.00;13.00;36.00;6.00;11.00;31.00;11.00;10.00;51.00;26.00;26.00;41.00
121;2021;2;1;7.50;6.50;18.00;101.00;5.00;7.00;14.00;11.00;8.00;15.00;23.00;15.00;31.00;91.00;56.00;67.00
122;2021;2;2;7.50;5.50;15.00;91.00;8.50;15.00;46.00;6.00;11.00;31.00;9.50;8.50;41.00;21.00;19.00;31.00
123;2021;3;2;6.50;6.50;21.00;151.00;10.00;26.00;101.00;4.50;18.00;76.00;7.00;8.00;91.00;13.00;17.00;41.00
124;2021;0;1;6.50;5.50;15.00;101.00;7.50;14.00;41.00;6.00;11.00;31.00;10.00;9.00;46.00;23.00;23.00;41.00
125;2021;1;0;10.00;6.50;15.00;81.00;13.00;26.00;91.00;6.00;15.00;41.00;7.50;7.00;46.00;13.00;13.00;23.00
126;2021;0;0;8.50;6.00;14.00;76.00;10.00;19.00;51.00;6.50;11.00;31.00;9.00;8.00;41.00;18.00;15.00;26.00
127;2021;1;2;9.00;6.50;15.00;81.00;5.50;8.00;14.00;11.00;7.50;14.00;23.00;14.00;26.00;76.00;41.00;51.00
128;2021;1;0;6.00;5.50;20.00;176.00;8.00;18.00;56.00;5.00;13.00;41.00;9.00;9.00;67.00;21.00;23.00;46.00
129;2021;1;1;8.00;6.50;18.00;101.00;12.00;26.00;101.00;5.00;17.00;61.00;7.00;7.50;71.00;12.00;14.00;26.00
130;2021;3;1;8.00;6.00;14.00;91.00;10.00;21.00;71.00;6.00;12.00;41.00;8.50;8.00;46.00;15.00;15.00;26.00
131;2021;1;0;6.50;6.00;19.00;126.00;9.00;21.00;76.00;5.00;15.00;51.00;7.50;8.50;71.00;17.00;18.00;36.00
132;2021;1;0;8.00;6.50;15.00;91.00;10.00;23.00;76.00;5.50;14.00;46.00;7.50;7.50;56.00;14.00;15.00;26.00
133;2021;3;1;11.00;8.00;20.00;126.00;17.00;41.00;201.00;5.00;23.00;91.00;5.50;7.00;81.00;9.00;12.00;26.00
134;2021;1;1;8.00;6.00;15.00;91.00;6.00;8.50;17.00;10.00;8.00;15.00;20.00;13.00;31.00;61.00;41.00;46.00
135;2021;3;1;11.00;9.00;21.00;126.00;20.00;56.00;201.00;5.00;26.00;101.00;5.50;7.50;101.00;8.00;12.00;26.00
136;2021;0;0;8.50;6.00;13.00;61.00;7.50;12.00;26.00;8.00;9.00;20.00;14.00;9.50;26.00;31.00;23.00;31.00
137;2021;1;0;8.50;6.50;17.00;91.00;12.00;26.00;101.00;5.50;15.00;56.00;7.00;7.50;67.00;13.00;14.00;26.00
138;2021;0;0;7.00;6.00;15.00;101.00;6.00;9.50;21.00;8.00;8.50;20.00;17.00;12.00;36.00;46.00;36.00;51.00
139;2021;1;0;7.50;5.50;15.00;91.00;7.00;12.00;31.00;7.00;9.50;23.00;11.00;10.00;36.00;31.00;23.00;36.00
140;2021;5;2;13.00;8.50;17.00;81.00;19.00;41.00;126.00;6.00;21.00;81.00;6.50;7.00;71.00;9.00;10.00;21.00
141;2021;1;1;6.50;5.50;15.00;101.00;6.00;11.00;26.00;7.00;9.50;23.00;13.00;11.00;41.00;36.00;31.00;51.00
142;2021;2;4;10.00;6.50;13.00;67.00;12.00;23.00;67.00;6.50;13.00;36.00;8.50;7.00;36.00;15.00;14.00;21.00
143;2021;0;2;9.00;7.00;17.00;101.00;13.00;31.00;91.00;5.50;15.00;61.00;7.00;7.50;61.00;12.00;13.00;26.00
144;2021;0;3;8.50;5.50;13.00;67.00;7.50;12.00;26.00;8.00;8.50;21.00;13.00;9.50;26.00;34.00;23.00;31.00
145;2021;3;1;9.00;7.50;20.00;126.00;15.00;36.00;151.00;5.00;21.00;81.00;6.00;7.50;91.00;10.00;13.00;26.00
146;2021;0;0;6.50;6.00;18.00;151.00;9.50;21.00;81.00;5.00;14.00;46.00;8.00;8.00;61.00;15.00;17.00;36.00
147;2021;1;0;6.00;6.00;18.00;126.00;5.00;8.00;19.00;8.00;9.00;21.00;19.00;14.00;41.00;61.00;51.00;61.00
148;2021;1;1;8.50;7.00;17.00;91.00;12.00;31.00;101.00;5.50;17.00;61.00;6.50;7.50;67.00;12.00;13.00;26.00
149;2021;2;1;7.00;5.50;14.00;76.00;7.00;13.00;34.00;7.00;9.50;23.00;12.00;9.50;36.00;26.00;23.00;36.00
150;2021;0;2;7.50;5.50;15.00;81.00;8.00;14.00;41.00;6.50;10.00;31.00;10.00;9.00;41.00;23.00;20.00;34.00
151;2021;2;2;8.50;7.50;21.00;151.00;14.00;36.00;151.00;5.00;21.00;91.00;6.00;7.50;91.00;10.00;13.00;34.00
152;2021;1;1;10.00;6.00;12.00;51.00;8.00;11.00;23.00;9.50;8.00;17.00;15.00;10.00;23.00;36.00;23.00;26.00
153;2021;0;2;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;26.00;41.00
154;2021;0;0;7.00;5.50;15.00;91.00;7.50;14.00;36.00;6.50;10.00;26.00;11.00;9.00;41.00;26.00;21.00;36.00
155;2021;2;2;11.00;8.00;18.00;91.00;5.50;6.00;9.50;17.00;7.00;11.00;36.00;21.00;23.00;151.00;71.00;76.00
156;2021;3;1;5.00;5.50;21.00;201.00;6.50;14.00;46.00;5.50;12.00;36.00;10.00;11.00;71.00;31.00;26.00;61.00
157;2021;3;1;8.50;7.00;19.00;101.00;13.00;31.00;126.00;5.00;18.00;76.00;6.50;7.50;71.00;11.00;14.00;31.00
158;2021;1;2;9.50;8.00;23.00;151.00;15.00;46.00;201.00;4.50;23.00;91.00;5.50;7.50;101.00;9.00;13.00;34.00
159;2021;1;1;10.00;8.00;21.00;151.00;15.00;46.00;201.00;5.00;23.00;101.00;5.50;7.50;91.00;9.00;11.00;26.00
160;2021;1;1;8.00;6.00;15.00;91.00;5.50;8.00;15.00;10.00;7.50;15.00;21.00;13.00;26.00;71.00;41.00;51.00
161;2021;3;0;23.00;13.00;23.00;101.00;41.00;101.00;201.00;7.50;41.00;126.00;6.00;8.00;101.00;6.50;9.00;23.00
162;2021;1;0;9.00;7.00;18.00;101.00;13.00;34.00;126.00;5.00;18.00;67.00;6.50;7.00;71.00;11.00;13.00;26.00
163;2021;2;2;7.00;5.50;15.00;91.00;6.50;11.00;26.00;7.00;9.50;23.00;13.00;10.00;36.00;34.00;26.00;41.00
164;2021;0;2;6.50;5.50;15.00;101.00;6.50;11.00;31.00;7.00;9.50;23.00;13.00;10.00;36.00;36.00;31.00;46.00
165;2021;0;3;8.50;7.00;18.00;101.00;12.00;31.00;101.00;5.00;19.00;67.00;6.50;7.50;81.00;11.00;14.00;31.00
166;2021;0;0;6.00;6.00;18.00;126.00;7.00;15.00;46.00;5.50;12.00;36.00;10.00;9.50;56.00;23.00;23.00;46.00
167;2021;4;2;6.50;5.50;15.00;101.00;6.50;11.00;26.00;7.00;9.50;23.00;13.00;10.00;41.00;36.00;26.00;41.00
168;2021;0;1;6.50;6.00;17.00;126.00;5.50;8.50;19.00;8.50;8.50;19.00;18.00;13.00;36.00;67.00;41.00;56.00
169;2021;2;1;7.50;6.50;19.00;126.00;11.00;26.00;101.00;5.00;15.00;56.00;7.00;8.00;71.00;13.00;15.00;34.00
170;2021;2;0;9.50;7.00;15.00;76.00;12.00;26.00;81.00;6.00;14.00;46.00;7.50;7.50;51.00;13.00;13.00;23.00
171;2021;3;0;6.00;5.50;17.00;126.00;6.00;12.00;31.00;6.50;10.00;26.00;12.00;10.00;46.00;34.00;31.00;51.00
172;2021;1;1;10.00;6.00;13.00;61.00;7.00;9.50;19.00;10.00;7.50;15.00;19.00;11.00;23.00;51.00;31.00;34.00
173;2021;0;0;6.50;6.00;15.00;101.00;6.00;9.50;21.00;8.00;8.50;21.00;15.00;12.00;36.00;46.00;36.00;51.00
174;2021;2;1;6.50;5.50;15.00;101.00;6.00;10.00;26.00;7.50;9.00;23.00;14.00;11.00;36.00;41.00;31.00;41.00
175;2021;1;0;7.50;6.50;18.00;101.00;11.00;26.00;101.00;5.00;17.00;61.00;7.00;7.50;76.00;14.00;15.00;34.00
176;2021;0;0;8.50;6.00;14.00;81.00;10.00;20.00;51.00;6.00;12.00;34.00;9.00;7.50;41.00;17.00;15.00;26.00
177;2021;2;2;5.50;5.50;19.00;126.00;5.50;10.00;26.00;6.50;9.50;26.00;15.00;12.00;56.00;46.00;41.00;67.00
178;2021;0;1;13.00;8.00;15.00;71.00;19.00;41.00;126.00;6.50;19.00;61.00;6.50;7.00;51.00;10.00;10.00;21.00
179;2021;1;1;7.00;6.00;17.00;101.00;9.00;19.00;61.00;5.50;13.00;41.00;8.50;8.00;56.00;18.00;18.00;36.00
180;2021;2;1;8.00;7.00;21.00;151.00;13.00;36.00;151.00;5.00;19.00;91.00;6.00;7.50;91.00;11.00;14.00;34.00
181;2021;1;0;9.00;6.00;14.00;71.00;10.00;19.00;51.00;6.50;12.00;34.00;9.00;8.00;41.00;18.00;15.00;26.00
182;2021;1;1;8.00;5.50;14.00;76.00;8.00;14.00;36.00;7.00;10.00;26.00;11.00;8.50;36.00;23.00;20.00;26.00
183;2021;0;0;7.00;5.50;15.00;101.00;8.00;15.00;46.00;6.00;11.00;31.00;10.00;9.00;46.00;23.00;21.00;36.00
184;2021;3;0;13.00;11.00;31.00;201.00;26.00;91.00;201.00;5.00;36.00;201.00;5.00;8.00;176.00;6.50;11.00;34.00
185;2021;2;1;6.50;6.00;18.00;126.00;8.50;21.00;71.00;5.00;14.00;51.00;8.00;8.50;67.00;19.00;21.00;41.00
186;2021;0;2;11.00;7.50;17.00;91.00;5.50;6.50;11.00;14.00;7.00;12.00;31.00;17.00;23.00;101.00;61.00;61.00
