;Ano;FT_Goals_H;FT_Goals_A;Odds_0x0;Odds_1x1;Odds_2x2;Odds_3x3;Odds_0x1;Odds_0x2;Odds_0x3;Odds_1x0;Odds_1x2;Odds_1x3;Odds_2x0;Odds_2x1;Odds_2x3;Odds_3x0;Odds_3x1;Odds_3x2
11;2019;1;1;8.00;6.00;15.00;91.00;10.00;21.00;61.00;5.50;13.00;41.00;8.00;8.00;51.00;15.00;17.00;31.00
12;2019;2;0;10.00;7.00;15.00;81.00;14.00;31.00;101.00;5.50;15.00;56.00;7.00;7.50;56.00;11.00;12.00;23.00
13;2019;5;1;15.00;9.00;15.00;71.00;21.00;41.00;126.00;6.50;20.00;61.00;6.50;7.00;56.00;9.50;10.00;20.00
14;2019;0;0;10.00;6.50;13.00;61.00;12.00;23.00;61.00;6.50;13.00;36.00;8.50;7.50;41.00;15.00;13.00;21.00
15;2019;2;1;6.00;6.00;18.00;126.00;8.00;18.00;56.00;5.50;13.00;46.00;9.00;9.00;61.00;20.00;20.00;41.00
16;2019;3;0;7.00;6.00;15.00;101.00;8.50;18.00;56.00;5.50;12.00;36.00;9.00;8.50;51.00;19.00;20.00;34.00
17;2019;2;0;11.00;8.00;19.00;101.00;17.00;41.00;176.00;5.50;21.00;81.00;6.00;7.00;81.00;9.50;11.00;26.00
18;2019;0;1;7.00;6.00;15.00;91.00;8.00;17.00;51.00;5.50;12.00;36.00;9.50;8.50;51.00;21.00;19.00;36.00
19;2019;1;0;9.00;6.00;13.00;61.00;9.50;17.00;41.00;7.00;11.00;26.00;10.00;8.00;34.00;20.00;17.00;23.00
20;2019;1;0;7.00;5.50;15.00;101.00;7.50;14.00;36.00;6.50;10.00;26.00;11.00;9.00;36.00;23.00;21.00;36.00
21;2019;3;0;7.00;6.50;18.00;126.00;10.00;23.00;91.00;5.00;15.00;51.00;7.50;8.00;71.00;15.00;15.00;34.00
22;2019;2;0;18.00;11.00;21.00;91.00;26.00;67.00;201.00;6.50;31.00;101.00;5.50;7.00;91.00;7.50;9.50;21.00
23;2019;2;1;7.50;6.00;17.00;101.00;9.50;20.00;61.00;5.50;13.00;41.00;8.00;8.00;56.00;17.00;18.00;31.00
24;2019;1;2;7.50;6.00;14.00;76.00;6.50;11.00;23.00;7.50;9.00;21.00;14.00;10.00;31.00;34.00;26.00;36.00
25;2019;1;1;8.50;7.00;19.00;101.00;5.00;6.50;12.00;12.00;7.50;14.00;31.00;17.00;26.00;101.00;61.00;71.00
26;2019;1;2;10.00;6.50;12.00;61.00;11.00;20.00;51.00;7.00;11.00;31.00;9.00;7.50;36.00;15.00;14.00;21.00
27;2019;1;3;9.00;6.00;13.00;71.00;8.50;15.00;36.00;7.00;10.00;23.00;11.00;8.50;31.00;23.00;18.00;26.00
28;2019;0;1;7.00;6.00;17.00;126.00;5.50;9.00;21.00;8.00;8.50;20.00;17.00;12.00;36.00;46.00;36.00;56.00
29;2019;1;1;7.50;6.00;15.00;91.00;8.50;17.00;46.00;6.00;11.00;34.00;9.50;8.00;46.00;19.00;18.00;31.00
30;2019;0;1;11.00;9.00;23.00;151.00;19.00;61.00;201.00;5.00;26.00;101.00;5.50;7.50;126.00;8.00;11.00;31.00
31;2019;1;0;7.50;6.50;19.00;126.00;11.00;26.00;101.00;5.00;17.00;61.00;7.00;7.50;71.00;13.00;15.00;31.00
32;2019;2;1;8.50;6.00;13.00;71.00;7.00;10.00;23.00;8.50;8.50;19.00;15.00;10.00;26.00;36.00;26.00;36.00
33;2019;1;0;7.50;5.50;14.00;81.00;7.00;11.00;26.00;7.50;9.00;23.00;13.00;10.00;34.00;34.00;26.00;36.00
34;2019;2;0;8.50;6.00;13.00;61.00;8.00;13.00;34.00;7.50;9.50;23.00;12.00;9.00;26.00;26.00;20.00;26.00
35;2019;3;0;9.00;9.00;26.00;201.00;18.00;61.00;201.00;4.50;31.00;126.00;5.00;8.00;151.00;8.00;13.00;41.00
36;2019;4;1;12.00;8.00;15.00;81.00;17.00;36.00;126.00;6.00;19.00;61.00;6.50;7.00;56.00;10.00;11.00;23.00
37;2019;1;1;8.00;6.00;13.00;71.00;8.00;13.00;34.00;7.00;10.00;23.00;11.00;9.00;36.00;23.00;20.00;26.00
38;2019;0;1;7.00;5.50;15.00;91.00;7.50;13.00;36.00;6.50;10.00;26.00;11.00;9.00;41.00;26.00;23.00;36.00
39;2019;1;2;12.00;8.50;20.00;101.00;18.00;46.00;176.00;5.50;21.00;81.00;5.50;7.00;81.00;9.00;11.00;26.00
40;2019;0;1;8.50;6.00;14.00;81.00;6.50;9.00;19.00;9.50;8.00;15.00;19.00;11.00;26.00;51.00;34.00;41.00
41;2019;0;1;7.50;5.50;15.00;91.00;7.50;14.00;36.00;6.50;10.00;26.00;10.00;9.00;41.00;26.00;21.00;36.00
42;2019;1;1;7.00;5.50;15.00;91.00;7.00;13.00;34.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;23.00;41.00
43;2019;2;2;9.50;8.50;23.00;176.00;17.00;51.00;201.00;5.00;23.00;101.00;5.50;7.50;126.00;9.00;12.00;34.00
44;2019;1;0;6.50;5.50;15.00;101.00;6.50;11.00;26.00;7.00;9.50;23.00;13.00;11.00;36.00;36.00;31.00;46.00
45;2019;0;1;10.00;6.50;12.00;56.00;11.00;19.00;51.00;7.00;12.00;26.00;9.00;7.50;34.00;17.00;14.00;21.00
46;2019;4;3;8.50;6.00;13.00;71.00;8.50;14.00;36.00;7.00;10.00;23.00;11.00;8.50;31.00;23.00;20.00;31.00
47;2019;1;2;7.50;6.00;15.00;91.00;9.00;17.00;51.00;6.00;12.00;34.00;9.50;8.50;46.00;19.00;18.00;31.00
48;2019;4;1;8.00;6.00;15.00;101.00;10.00;21.00;71.00;5.50;14.00;41.00;8.00;8.00;56.00;15.00;15.00;26.00
49;2019;0;0;11.00;10.00;26.00;201.00;23.00;81.00;201.00;5.00;34.00;176.00;5.00;8.00;126.00;7.00;12.00;34.00
50;2019;1;1;10.00;7.50;19.00;101.00;15.00;36.00;151.00;5.50;20.00;67.00;6.00;7.50;71.00;10.00;12.00;26.00
51;2019;3;0;8.50;7.00;19.00;101.00;13.00;31.00;101.00;5.00;18.00;71.00;6.50;7.50;76.00;11.00;14.00;31.00
52;2019;1;0;12.00;8.50;18.00;91.00;18.00;41.00;176.00;6.00;21.00;71.00;6.00;7.00;71.00;9.00;11.00;23.00
53;2019;1;0;7.00;5.50;15.00;101.00;6.00;10.00;26.00;7.50;9.00;23.00;14.00;11.00;36.00;36.00;26.00;46.00
54;2019;0;0;6.50;6.00;17.00;126.00;7.00;14.00;41.00;6.00;11.00;34.00;10.00;9.50;51.00;23.00;23.00;41.00
55;2019;1;1;7.50;6.00;15.00;91.00;5.50;8.00;15.00;10.00;8.00;17.00;21.00;14.00;31.00;71.00;46.00;51.00
56;2019;0;1;9.00;6.00;14.00;71.00;10.00;18.00;46.00;6.50;11.00;31.00;9.00;8.00;41.00;18.00;15.00;26.00
57;2019;1;1;8.50;6.00;13.00;71.00;9.00;15.00;46.00;6.50;10.00;26.00;10.00;8.00;36.00;20.00;17.00;26.00
58;2019;1;1;6.50;6.00;18.00;126.00;9.00;21.00;71.00;5.00;14.00;46.00;8.00;8.50;67.00;15.00;19.00;41.00
59;2019;4;4;12.00;9.00;20.00;101.00;20.00;51.00;176.00;5.50;23.00;91.00;6.00;7.00;91.00;9.00;11.00;23.00
60;2019;2;0;8.00;7.00;19.00;126.00;12.00;26.00;126.00;5.00;18.00;61.00;6.50;7.50;81.00;12.00;15.00;34.00
61;2019;0;1;8.50;7.00;18.00;126.00;5.00;6.50;12.00;13.00;7.50;13.00;31.00;18.00;31.00;101.00;67.00;76.00
62;2019;0;3;6.50;5.50;17.00;126.00;6.00;11.00;26.00;7.00;9.50;23.00;13.00;11.00;41.00;36.00;26.00;51.00
63;2019;1;0;6.50;6.00;15.00;101.00;6.00;11.00;26.00;7.00;9.50;23.00;13.00;10.00;41.00;34.00;26.00;41.00
64;2019;3;1;14.00;10.00;23.00;126.00;23.00;71.00;201.00;5.50;26.00;126.00;5.50;7.50;101.00;7.50;10.00;26.00
65;2019;0;0;8.00;6.00;14.00;91.00;8.50;15.00;41.00;6.50;11.00;31.00;10.00;8.00;36.00;21.00;18.00;31.00
66;2019;2;1;9.00;6.50;15.00;91.00;12.00;26.00;91.00;5.50;15.00;46.00;7.00;7.50;61.00;12.00;14.00;26.00
67;2019;0;1;7.50;6.00;19.00;101.00;11.00;26.00;91.00;5.00;15.00;56.00;7.00;8.00;67.00;14.00;15.00;34.00
68;2019;1;1;7.00;7.00;23.00;201.00;12.00;36.00;151.00;4.50;21.00;91.00;6.00;8.00;101.00;11.00;15.00;41.00
69;2019;0;3;9.50;6.00;13.00;71.00;7.00;9.00;18.00;10.00;7.50;15.00;19.00;12.00;23.00;51.00;31.00;36.00
70;2019;2;1;21.00;15.00;36.00;201.00;51.00;176.00;201.00;6.50;61.00;201.00;5.00;9.00;201.00;5.50;10.00;36.00
71;2019;0;1;13.00;8.50;15.00;76.00;6.00;6.50;10.00;17.00;7.00;10.00;41.00;20.00;21.00;126.00;61.00;56.00
72;2019;2;0;7.00;5.50;15.00;91.00;7.50;13.00;36.00;6.50;10.00;26.00;11.00;9.00;36.00;26.00;23.00;36.00
73;2019;0;2;8.00;7.00;21.00;126.00;13.00;34.00;151.00;4.50;21.00;76.00;6.00;7.50;81.00;11.00;14.00;36.00
74;2019;0;0;8.50;6.50;15.00;91.00;12.00;26.00;81.00;5.50;15.00;46.00;7.00;7.50;61.00;12.00;14.00;26.00
75;2019;1;1;9.50;7.50;21.00;126.00;15.00;36.00;151.00;5.00;21.00;81.00;6.00;7.00;81.00;10.00;13.00;31.00
76;2019;1;2;7.00;5.50;15.00;101.00;6.50;11.00;26.00;7.00;9.50;23.00;13.00;10.00;36.00;36.00;26.00;41.00
77;2019;1;2;8.50;7.00;19.00;126.00;5.00;6.00;12.00;13.00;7.50;13.00;34.00;19.00;31.00;126.00;67.00;81.00
78;2019;2;0;13.00;8.00;17.00;76.00;18.00;41.00;126.00;6.00;19.00;61.00;6.50;7.00;61.00;9.50;10.00;21.00
79;2019;3;2;7.50;7.00;21.00;151.00;11.00;31.00;126.00;4.50;18.00;71.00;6.50;8.00;91.00;12.00;15.00;34.00
80;2019;2;0;8.00;7.00;19.00;126.00;12.00;34.00;126.00;5.00;18.00;61.00;6.50;7.50;81.00;11.00;15.00;31.00
81;2019;1;1;6.50;6.50;20.00;151.00;10.00;26.00;91.00;5.00;17.00;61.00;7.00;8.00;81.00;14.00;17.00;41.00
82;2019;4;1;12.00;9.50;23.00;151.00;21.00;67.00;201.00;5.00;26.00;126.00;5.50;7.50;101.00;7.50;11.00;31.00
83;2019;1;0;18.00;11.00;21.00;91.00;26.00;71.00;201.00;6.50;26.00;101.00;6.00;7.50;101.00;7.50;9.50;21.00
84;2019;2;0;7.00;6.00;17.00;101.00;8.50;19.00;61.00;5.50;13.00;41.00;8.50;8.00;56.00;18.00;19.00;36.00
85;2019;4;1;9.00;8.00;23.00;126.00;15.00;41.00;176.00;5.00;23.00;91.00;5.50;7.50;101.00;9.50;12.00;31.00
86;2019;0;3;6.50;6.00;20.00;151.00;5.00;7.50;17.00;9.00;8.50;18.00;21.00;15.00;36.00;76.00;51.00;71.00
87;2019;0;0;7.00;6.00;15.00;101.00;8.00;15.00;46.00;6.00;11.00;34.00;9.50;9.00;46.00;21.00;19.00;36.00
88;2019;1;0;11.00;10.00;34.00;201.00;23.00;91.00;201.00;4.50;41.00;201.00;4.50;8.50;201.00;7.00;12.00;41.00
89;2019;2;2;7.50;6.00;15.00;81.00;7.50;13.00;34.00;7.00;9.50;23.00;11.00;9.00;41.00;26.00;21.00;34.00
90;2019;0;2;6.50;5.50;15.00;101.00;6.00;11.00;23.00;7.50;9.00;23.00;14.00;11.00;41.00;41.00;31.00;46.00
91;2019;1;1;8.50;6.00;15.00;91.00;10.00;21.00;76.00;5.50;14.00;41.00;8.00;8.00;56.00;15.00;15.00;26.00
92;2019;2;2;12.00;8.00;15.00;81.00;6.00;6.50;10.00;17.00;7.00;11.00;36.00;19.00;21.00;101.00;67.00;56.00
93;2019;1;0;9.00;7.00;18.00;101.00;13.00;31.00;126.00;5.50;17.00;67.00;6.50;7.50;67.00;11.00;13.00;26.00
94;2019;2;0;7.00;6.00;17.00;101.00;9.00;20.00;67.00;5.50;13.00;41.00;8.00;8.00;56.00;17.00;17.00;31.00
95;2019;2;1;5.50;6.00;20.00;176.00;5.00;8.00;21.00;8.00;9.00;23.00;18.00;14.00;51.00;56.00;51.00;71.00
96;2019;1;3;7.00;5.50;15.00;91.00;7.00;12.00;31.00;7.00;9.50;23.00;12.00;9.50;36.00;26.00;23.00;36.00
97;2019;0;2;13.00;9.50;23.00;101.00;23.00;67.00;201.00;5.50;26.00;101.00;5.50;7.50;101.00;8.00;10.00;26.00
98;2019;1;3;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;31.00;11.00;9.50;46.00;26.00;26.00;41.00
99;2019;3;0;6.00;6.50;23.00;201.00;9.50;26.00;101.00;4.50;19.00;76.00;7.00;8.50;101.00;15.00;19.00;46.00
100;2019;1;0;31.00;21.00;41.00;201.00;76.00;201.00;201.00;9.00;91.00;201.00;5.50;10.00;201.00;5.50;10.00;31.00
101;2019;1;2;7.50;7.00;21.00;151.00;4.50;6.00;12.00;12.00;8.00;15.00;34.00;20.00;36.00;151.00;81.00;101.00
102;2019;4;1;15.00;10.00;21.00;126.00;23.00;61.00;201.00;6.00;26.00;101.00;6.00;7.00;81.00;8.00;10.00;21.00
103;2019;3;0;13.00;10.00;26.00;176.00;23.00;81.00;201.00;5.00;31.00;151.00;5.00;7.50;151.00;7.00;11.00;34.00
104;2019;2;0;8.00;6.00;15.00;91.00;10.00;23.00;76.00;5.50;13.00;46.00;8.00;7.50;56.00;15.00;15.00;31.00
105;2019;1;1;8.50;6.50;17.00;91.00;12.00;26.00;91.00;5.50;17.00;61.00;7.00;7.50;67.00;12.00;14.00;26.00
106;2019;1;1;10.00;8.50;21.00;126.00;17.00;46.00;176.00;5.00;23.00;91.00;5.50;7.50;91.00;8.50;12.00;26.00
107;2019;2;3;6.00;5.50;18.00;126.00;7.00;14.00;36.00;6.00;11.00;36.00;11.00;9.50;61.00;26.00;26.00;46.00
108;2019;1;1;6.50;6.00;17.00;101.00;8.00;17.00;56.00;5.50;12.00;36.00;9.00;9.00;51.00;19.00;20.00;36.00
109;2019;0;0;6.50;5.50;17.00;101.00;7.00;13.00;34.00;6.50;10.00;26.00;11.00;10.00;46.00;26.00;23.00;41.00
110;2019;2;1;7.00;6.50;20.00;126.00;11.00;26.00;101.00;5.00;17.00;71.00;6.50;8.00;81.00;13.00;15.00;36.00
111;2019;1;2;7.00;6.50;21.00;151.00;11.00;31.00;126.00;4.50;18.00;71.00;6.50;8.00;91.00;13.00;15.00;36.00
112;2019;1;1;8.00;6.00;14.00;81.00;7.50;12.00;26.00;7.50;9.50;23.00;12.00;9.00;34.00;26.00;23.00;31.00
113;2019;2;2;6.50;6.00;18.00;126.00;8.50;18.00;61.00;5.00;13.00;41.00;8.50;8.50;67.00;19.00;21.00;41.00
114;2019;2;0;12.00;8.00;17.00;81.00;17.00;41.00;126.00;6.00;19.00;71.00;6.50;7.00;61.00;10.00;11.00;23.00
115;2019;2;0;9.50;6.00;12.00;67.00;8.50;14.00;36.00;7.50;10.00;23.00;11.00;8.50;26.00;23.00;19.00;26.00
116;2019;0;1;7.00;6.50;18.00;126.00;11.00;26.00;91.00;5.00;17.00;61.00;7.00;8.00;67.00;13.00;17.00;36.00
117;2019;1;0;9.50;9.00;23.00;201.00;17.00;56.00;201.00;4.50;31.00;126.00;5.00;7.50;126.00;8.00;12.00;34.00
118;2019;1;2;6.00;5.50;18.00;126.00;7.50;15.00;51.00;5.50;12.00;41.00;9.00;9.00;61.00;21.00;23.00;46.00
119;2019;2;1;7.50;5.50;14.00;91.00;7.00;12.00;26.00;7.00;9.50;23.00;12.00;9.50;36.00;26.00;23.00;36.00
120;2019;1;2;9.00;6.00;12.00;61.00;8.50;14.00;36.00;7.50;9.50;23.00;11.00;9.00;31.00;26.00;19.00;26.00
121;2019;0;2;5.50;6.00;20.00;151.00;5.00;8.50;21.00;7.50;9.50;23.00;18.00;14.00;46.00;56.00;46.00;71.00
122;2019;2;1;11.00;7.50;17.00;81.00;15.00;36.00;101.00;6.00;19.00;61.00;6.50;7.00;67.00;10.00;11.00;23.00
123;2019;2;2;6.00;5.50;17.00;101.00;6.50;11.00;31.00;6.50;10.00;26.00;13.00;10.00;46.00;36.00;31.00;46.00
124;2019;2;1;8.50;6.50;15.00;91.00;12.00;26.00;91.00;5.50;15.00;46.00;7.00;7.00;61.00;13.00;14.00;26.00
125;2019;1;0;6.00;5.50;17.00;126.00;6.50;13.00;36.00;6.00;10.00;31.00;11.00;10.00;51.00;26.00;26.00;46.00
126;2019;1;0;15.00;13.00;31.00;176.00;36.00;101.00;201.00;6.00;46.00;201.00;5.00;8.00;201.00;6.00;10.00;31.00
127;2019;1;2;10.00;7.00;17.00;81.00;5.50;6.50;12.00;14.00;7.50;12.00;31.00;17.00;23.00;101.00;56.00;61.00
128;2019;2;2;7.00;6.00;15.00;101.00;6.00;9.50;21.00;8.00;8.50;21.00;15.00;11.00;36.00;41.00;34.00;51.00
129;2019;0;1;9.00;7.50;19.00;101.00;14.00;36.00;126.00;5.00;21.00;81.00;6.00;7.50;81.00;10.00;13.00;26.00
130;2019;1;4;8.50;5.50;13.00;67.00;8.50;14.00;34.00;7.00;10.00;26.00;11.00;8.50;34.00;23.00;19.00;26.00
131;2019;1;1;6.50;6.00;18.00;126.00;5.00;8.00;18.00;8.50;8.50;20.00;20.00;14.00;36.00;67.00;46.00;67.00
132;2019;1;0;5.50;6.00;20.00;176.00;7.50;17.00;56.00;5.00;14.00;46.00;9.50;9.50;71.00;23.00;26.00;56.00
133;2019;0;2;10.00;6.00;11.00;51.00;8.50;12.00;23.00;9.50;8.50;18.00;14.00;9.50;23.00;31.00;21.00;26.00
134;2019;1;0;7.50;7.00;21.00;151.00;13.00;34.00;151.00;4.50;21.00;91.00;6.00;8.00;91.00;11.00;15.00;36.00
135;2019;0;0;7.00;6.00;15.00;101.00;8.50;17.00;46.00;6.00;12.00;34.00;9.50;8.50;46.00;21.00;20.00;31.00
136;2019;1;0;10.00;7.50;17.00;101.00;14.00;36.00;101.00;5.50;18.00;61.00;6.50;7.50;67.00;11.00;12.00;26.00
137;2019;1;0;13.00;11.00;26.00;201.00;23.00;91.00;201.00;5.00;41.00;176.00;5.00;7.50;151.00;7.00;11.00;34.00
138;2019;2;0;7.00;6.00;17.00;101.00;8.50;18.00;61.00;5.50;12.00;41.00;8.50;8.00;51.00;18.00;20.00;36.00
139;2019;1;0;8.50;6.50;18.00;101.00;12.00;26.00;91.00;5.00;17.00;61.00;7.00;7.50;67.00;12.00;14.00;26.00
140;2019;3;1;12.00;8.00;15.00;76.00;17.00;36.00;126.00;6.00;18.00;56.00;6.50;7.00;61.00;10.00;11.00;21.00
141;2019;0;0;5.50;5.50;19.00;151.00;6.00;11.00;31.00;6.50;10.00;26.00;13.00;11.00;56.00;36.00;34.00;56.00
142;2019;2;2;7.00;6.00;17.00;101.00;9.00;21.00;76.00;5.50;14.00;46.00;8.00;8.00;61.00;15.00;18.00;36.00
143;2019;0;0;8.00;6.00;15.00;91.00;10.00;21.00;76.00;5.50;13.00;46.00;8.00;7.50;56.00;15.00;15.00;26.00
144;2019;2;0;6.50;5.50;15.00;91.00;6.50;11.00;26.00;7.00;10.00;26.00;13.00;10.00;41.00;31.00;26.00;41.00
145;2019;0;0;6.00;5.50;18.00;126.00;6.50;13.00;41.00;6.00;11.00;31.00;11.00;10.00;56.00;26.00;26.00;51.00
146;2019;2;1;9.50;7.00;17.00;91.00;13.00;31.00;91.00;5.50;15.00;56.00;7.00;7.50;61.00;12.00;13.00;23.00
147;2019;2;0;8.00;7.00;20.00;101.00;13.00;31.00;101.00;5.00;18.00;67.00;6.50;7.50;71.00;11.00;13.00;26.00
148;2019;3;1;8.00;6.00;13.00;81.00;9.00;17.00;46.00;6.50;11.00;31.00;10.00;8.50;36.00;20.00;17.00;26.00
149;2019;1;0;6.50;6.50;20.00;151.00;4.50;7.00;15.00;10.00;8.50;17.00;23.00;15.00;41.00;91.00;67.00;91.00
150;2019;3;1;6.00;5.50;18.00;126.00;7.00;14.00;41.00;5.50;12.00;41.00;10.00;10.00;61.00;26.00;26.00;46.00
151;2019;0;1;8.00;5.50;14.00;81.00;7.00;11.00;23.00;8.00;9.00;21.00;13.00;10.00;31.00;36.00;26.00;36.00
152;2019;0;1;8.00;7.00;19.00;126.00;12.00;31.00;126.00;5.00;18.00;71.00;6.50;7.50;81.00;12.00;14.00;31.00
153;2019;1;1;10.00;8.50;21.00;126.00;18.00;51.00;201.00;5.00;23.00;101.00;5.50;7.50;101.00;8.50;12.00;26.00
154;2019;0;1;9.50;7.00;17.00;101.00;5.50;6.50;12.00;13.00;7.50;13.00;31.00;18.00;26.00;101.00;56.00;61.00
155;2019;1;1;6.00;5.50;17.00;126.00;7.00;13.00;36.00;6.00;11.00;34.00;10.00;10.00;51.00;26.00;23.00;46.00
156;2019;1;2;7.50;6.00;15.00;81.00;8.50;15.00;46.00;6.00;11.00;31.00;9.50;8.50;41.00;20.00;20.00;31.00
157;2019;0;0;7.00;6.50;21.00;151.00;11.00;26.00;126.00;4.50;18.00;81.00;6.50;8.00;81.00;13.00;15.00;41.00
158;2019;2;1;10.00;8.00;19.00;101.00;15.00;41.00;151.00;5.00;21.00;81.00;6.00;7.00;91.00;9.50;12.00;26.00
159;2019;0;1;7.50;5.50;14.00;81.00;8.00;13.00;36.00;7.00;10.00;26.00;11.00;9.00;36.00;26.00;21.00;36.00
160;2019;1;2;9.00;6.50;15.00;101.00;12.00;26.00;91.00;5.50;15.00;51.00;7.50;7.50;56.00;13.00;13.00;26.00
161;2019;0;1;5.50;6.00;21.00;151.00;4.50;8.00;20.00;8.00;9.50;23.00;19.00;15.00;51.00;76.00;51.00;91.00
162;2019;0;2;5.50;5.50;20.00;176.00;5.50;11.00;26.00;6.50;10.00;26.00;14.00;12.00;51.00;41.00;36.00;61.00
163;2019;1;0;8.50;6.50;15.00;91.00;10.00;21.00;76.00;5.50;13.00;41.00;8.00;7.50;51.00;15.00;15.00;26.00
164;2019;1;0;7.00;5.50;15.00;91.00;6.50;11.00;26.00;7.50;9.00;21.00;14.00;10.00;36.00;36.00;26.00;41.00
165;2019;1;1;14.00;10.00;26.00;151.00;26.00;71.00;201.00;5.50;31.00;151.00;5.00;7.50;126.00;7.00;10.00;26.00
166;2019;2;1;9.50;7.00;17.00;91.00;14.00;34.00;101.00;5.50;18.00;61.00;6.50;7.00;71.00;11.00;13.00;26.00
167;2019;2;1;8.50;6.00;14.00;76.00;8.50;15.00;36.00;7.00;10.00;26.00;10.00;8.50;36.00;21.00;18.00;26.00
168;2019;1;1;6.00;5.50;18.00;126.00;6.00;10.00;26.00;6.50;10.00;26.00;13.00;11.00;51.00;41.00;34.00;56.00
169;2019;2;0;20.00;14.00;31.00;151.00;41.00;126.00;201.00;6.50;51.00;201.00;5.00;8.50;176.00;6.00;10.00;31.00
170;2019;1;0;7.00;6.50;18.00;101.00;10.00;23.00;91.00;5.00;15.00;61.00;7.50;8.00;67.00;14.00;15.00;34.00
171;2019;0;0;9.00;7.00;18.00;101.00;13.00;34.00;101.00;5.00;18.00;71.00;6.50;7.50;67.00;11.00;13.00;26.00
172;2019;4;1;11.00;8.00;17.00;91.00;17.00;41.00;151.00;6.00;19.00;71.00;6.50;7.00;67.00;10.00;11.00;23.00
173;2019;1;1;8.50;6.00;13.00;71.00;7.50;13.00;31.00;7.50;9.50;23.00;11.00;9.00;34.00;26.00;23.00;31.00
174;2019;6;1;10.00;9.50;26.00;201.00;20.00;67.00;201.00;4.50;31.00;151.00;5.00;7.50;126.00;8.00;12.00;36.00
175;2019;6;2;17.00;12.00;31.00;151.00;34.00;101.00;201.00;6.00;41.00;176.00;5.00;8.00;176.00;6.50;10.00;31.00
176;2019;2;0;8.50;7.00;19.00;126.00;14.00;34.00;101.00;5.00;18.00;81.00;6.00;7.50;76.00;11.00;14.00;31.00
177;2019;3;1;10.00;7.50;17.00;101.00;14.00;31.00;101.00;5.50;17.00;61.00;6.50;7.00;67.00;11.00;12.00;23.00
178;2019;0;1;10.00;9.00;23.00;176.00;18.00;56.00;201.00;4.50;26.00;126.00;5.50;7.50;151.00;8.00;12.00;31.00
179;2019;0;0;6.50;6.00;17.00;126.00;8.00;15.00;46.00;5.50;12.00;36.00;9.50;9.00;56.00;23.00;21.00;41.00
180;2019;1;0;7.50;5.50;14.00;91.00;7.50;13.00;31.00;7.00;10.00;23.00;12.00;9.50;36.00;26.00;23.00;36.00
181;2019;3;0;9.50;6.00;12.00;56.00;8.00;12.00;26.00;9.00;8.50;18.00;13.00;9.50;26.00;31.00;23.00;26.00
182;2019;1;0;6.50;5.50;18.00;126.00;6.00;10.00;26.00;7.00;9.50;23.00;14.00;11.00;46.00;41.00;31.00;51.00
183;2019;0;1;7.00;6.50;18.00;126.00;5.00;7.50;15.00;10.00;8.00;17.00;23.00;15.00;34.00;81.00;46.00;67.00
184;2019;1;1;8.00;6.00;15.00;81.00;9.00;17.00;51.00;6.00;11.00;34.00;9.00;8.00;41.00;19.00;17.00;26.00
185;2019;1;0;8.50;8.00;23.00;201.00;15.00;46.00;201.00;4.50;26.00;101.00;5.50;7.50;126.00;9.00;13.00;36.00
186;2019;0;3;8.50;6.00;14.00;76.00;10.00;20.00;61.00;6.00;12.00;36.00;9.00;8.00;41.00;17.00;15.00;26.00
