;Ano;FT_Odds_H;FT_Odds_A;FT_Goals_H;FT_Goals_A;Odds_0x0;Odds_1x1;Odds_2x2;Odds_3x3;Odds_0x1;Odds_0x2;Odds_0x3;Odds_1x0;Odds_1x2;Odds_1x3;Odds_2x0;Odds_2x1;Odds_2x3;Odds_3x0;Odds_3x1;Odds_3x2
53;2022;2.88;1.36;1;1;8.50;6.00;14.00;76.00;6.50;9.00;18.00;10.00;8.00;15.00;19.00;12.00;26.00;51.00;34.00;41.00
54;2022;1.22;3.80;1;2;8.50;6.50;15.00;101.00;11.00;26.00;91.00;5.50;15.00;51.00;7.00;7.50;61.00;13.00;15.00;26.00
55;2022;1.29;3.30;2;2;8.50;6.50;15.00;81.00;11.00;23.00;71.00;6.00;13.00;41.00;8.00;7.50;51.00;15.00;15.00;26.00
56;2022;3.20;1.30;1;2;8.00;6.00;15.00;91.00;6.00;8.00;15.00;10.00;8.00;15.00;21.00;13.00;26.00;71.00;36.00;46.00
57;2022;1.01;13.00;3;0;23.00;14.00;31.00;151.00;41.00;126.00;201.00;7.00;51.00;201.00;5.50;8.50;176.00;6.00;9.50;26.00
58;2022;1.85;1.85;1;2;8.50;5.50;13.00;76.00;7.50;12.00;26.00;7.50;9.00;21.00;13.00;9.00;31.00;26.00;23.00;34.00
59;2022;1.65;2.10;0;1;5.50;5.50;20.00;126.00;6.50;14.00;41.00;5.50;11.00;36.00;11.00;10.00;61.00;26.00;26.00;51.00
60;2022;1.45;2.55;4;2;8.00;6.00;14.00;81.00;9.00;18.00;46.00;6.50;11.00;31.00;9.50;8.00;41.00;20.00;17.00;26.00
61;2022;1.07;7.00;3;1;11.00;8.50;23.00;126.00;17.00;51.00;176.00;5.00;23.00;101.00;5.50;7.50;91.00;8.50;11.00;26.00
62;2022;1.36;2.88;0;2;7.50;6.00;15.00;91.00;9.50;20.00;71.00;5.50;13.00;41.00;8.50;8.00;51.00;17.00;17.00;34.00
63;2022;1.20;4.00;1;0;9.00;6.50;17.00;101.00;13.00;26.00;91.00;5.50;15.00;56.00;7.00;7.00;61.00;12.00;14.00;26.00
64;2022;2.88;1.36;0;3;8.00;6.00;15.00;81.00;6.00;8.50;18.00;9.50;8.00;15.00;20.00;13.00;26.00;56.00;41.00;51.00
65;2022;1.75;1.95;0;1;7.50;5.50;14.00;91.00;7.50;13.00;31.00;7.00;9.50;23.00;12.00;9.50;36.00;26.00;23.00;34.00
66;2022;1.85;1.85;1;1;8.00;6.00;13.00;81.00;7.50;12.00;31.00;7.50;9.00;21.00;12.00;9.50;34.00;26.00;23.00;34.00
67;2022;1.36;2.88;1;1;6.00;6.00;19.00;151.00;8.00;19.00;61.00;5.00;14.00;46.00;8.50;9.00;71.00;19.00;21.00;41.00
68;2022;1.17;4.50;0;0;9.50;7.00;15.00;91.00;14.00;31.00;101.00;5.50;17.00;61.00;7.00;7.00;61.00;11.00;13.00;26.00
69;2022;1.50;2.40;1;2;8.00;6.00;13.00;71.00;9.00;17.00;41.00;6.50;10.00;26.00;10.00;8.00;36.00;21.00;18.00;26.00
70;2022;1.75;1.95;1;0;7.00;5.50;15.00;81.00;7.00;13.00;31.00;6.50;10.00;26.00;12.00;9.50;36.00;26.00;23.00;36.00
71;2022;1.08;6.50;4;1;9.50;8.00;21.00;151.00;15.00;41.00;151.00;5.00;21.00;101.00;5.50;7.50;91.00;9.50;12.00;26.00
72;2022;4.50;1.17;1;1;11.00;7.50;15.00;81.00;6.00;6.50;12.00;14.00;7.00;12.00;31.00;17.00;23.00;101.00;56.00;61.00
73;2022;1.08;6.50;0;0;9.00;8.00;21.00;126.00;15.00;46.00;201.00;5.00;23.00;101.00;5.50;7.50;101.00;9.50;13.00;34.00
74;2022;1.73;2.00;2;1;7.50;5.50;14.00;81.00;8.00;14.00;36.00;7.00;10.00;26.00;11.00;9.00;36.00;26.00;21.00;31.00
75;2022;1.20;4.00;0;2;11.00;7.00;14.00;71.00;14.00;31.00;101.00;6.00;15.00;46.00;7.50;7.00;46.00;12.00;12.00;21.00
76;2022;1.08;6.50;2;0;9.50;7.50;21.00;126.00;15.00;46.00;176.00;5.00;21.00;91.00;6.00;7.50;91.00;9.50;13.00;26.00
77;2022;1.20;4.00;0;1;9.00;6.50;15.00;81.00;13.00;26.00;91.00;5.50;15.00;51.00;7.00;7.00;56.00;13.00;14.00;23.00
78;2022;1.07;7.00;4;2;11.00;8.50;20.00;101.00;19.00;46.00;176.00;5.50;23.00;91.00;6.00;7.50;81.00;9.00;11.00;26.00
79;2022;1.45;2.55;2;1;6.00;6.00;17.00;101.00;7.50;18.00;51.00;5.50;12.00;41.00;9.00;9.00;61.00;21.00;21.00;41.00
80;2022;2.55;1.45;1;2;7.00;5.50;15.00;101.00;6.00;9.50;21.00;8.00;8.50;20.00;15.00;12.00;36.00;51.00;34.00;51.00
81;2022;1.85;1.85;1;2;8.00;5.50;14.00;71.00;7.50;12.00;31.00;7.50;9.50;21.00;12.00;9.00;31.00;26.00;21.00;34.00
82;2022;1.73;2.00;1;2;7.50;5.50;14.00;81.00;7.50;13.00;36.00;6.50;10.00;26.00;11.00;9.00;41.00;26.00;23.00;36.00
83;2022;1.02;10.00;4;0;21.00;12.00;23.00;101.00;36.00;101.00;201.00;7.00;36.00;151.00;5.50;8.00;101.00;6.50;9.00;23.00
84;2022;1.07;7.00;0;0;15.00;9.50;15.00;67.00;21.00;46.00;151.00;6.50;21.00;71.00;6.50;7.00;56.00;9.00;10.00;20.00
85;2022;2.10;1.65;1;2;7.00;5.50;15.00;91.00;6.50;10.00;26.00;7.50;9.00;21.00;14.00;10.00;36.00;36.00;26.00;41.00
86;2022;1.40;2.75;1;1;8.00;6.00;14.00;91.00;9.00;18.00;56.00;6.00;12.00;36.00;9.00;8.00;46.00;19.00;18.00;26.00
87;2022;2.20;1.60;3;2;8.00;6.00;14.00;71.00;7.00;11.00;23.00;8.00;8.50;20.00;14.00;10.00;26.00;36.00;26.00;34.00
88;2022;1.20;4.00;1;1;8.50;7.00;19.00;126.00;13.00;34.00;126.00;5.00;17.00;67.00;6.50;7.50;71.00;11.00;14.00;31.00
89;2022;1.30;3.20;2;1;7.00;6.00;18.00;101.00;9.00;21.00;71.00;5.00;14.00;51.00;7.50;8.00;56.00;17.00;18.00;36.00
90;2022;3.20;1.30;2;2;6.50;6.00;18.00;126.00;5.00;8.00;17.00;9.50;8.00;18.00;21.00;15.00;36.00;76.00;51.00;61.00
91;2022;3.60;1.25;1;3;9.00;6.50;15.00;91.00;5.50;7.50;14.00;12.00;7.00;13.00;26.00;15.00;26.00;81.00;46.00;56.00
92;2022;1.17;4.50;2;0;7.00;7.00;21.00;176.00;11.00;31.00;126.00;4.50;20.00;81.00;6.50;8.00;91.00;12.00;15.00;36.00
93;2022;1.11;5.50;2;0;10.00;8.00;20.00;101.00;15.00;41.00;176.00;5.00;23.00;91.00;5.50;7.50;81.00;9.50;12.00;26.00
94;2022;1.50;2.40;1;2;7.50;6.00;15.00;81.00;8.50;15.00;46.00;6.00;11.00;31.00;9.50;8.50;41.00;20.00;19.00;31.00
95;2022;1.08;6.50;4;1;12.00;8.50;18.00;91.00;18.00;46.00;176.00;5.50;21.00;67.00;6.00;7.00;76.00;9.50;11.00;23.00
96;2022;1.95;1.75;0;1;7.50;5.50;14.00;91.00;7.00;11.00;26.00;7.50;9.00;21.00;13.00;10.00;31.00;34.00;26.00;36.00
97;2022;1.22;3.80;2;0;9.50;7.00;15.00;101.00;13.00;26.00;91.00;5.50;15.00;51.00;7.00;7.00;56.00;12.00;13.00;26.00
98;2022;1.36;2.88;1;2;8.50;6.00;14.00;76.00;10.00;19.00;51.00;6.00;11.00;31.00;9.00;8.00;36.00;18.00;17.00;26.00
99;2022;1.20;4.00;1;0;8.50;6.50;17.00;91.00;11.00;26.00;91.00;5.50;15.00;56.00;7.00;7.50;61.00;13.00;14.00;31.00
100;2022;1.29;3.30;0;1;8.50;6.00;15.00;91.00;10.00;21.00;67.00;5.50;13.00;41.00;8.00;7.50;51.00;15.00;15.00;31.00
101;2022;2.25;1.57;0;1;7.50;5.50;15.00;81.00;6.50;10.00;23.00;8.50;8.50;19.00;15.00;11.00;31.00;41.00;31.00;41.00
102;2022;1.30;3.20;0;0;9.00;6.50;14.00;81.00;11.00;21.00;61.00;6.00;13.00;36.00;8.50;7.50;46.00;15.00;15.00;26.00
103;2022;1.65;2.10;2;1;6.50;5.50;15.00;101.00;7.00;13.00;36.00;6.50;10.00;31.00;11.00;10.00;41.00;26.00;23.00;36.00
104;2022;1.14;4.80;2;1;8.50;7.00;20.00;126.00;13.00;36.00;126.00;5.00;19.00;76.00;6.50;7.50;81.00;11.00;13.00;31.00
105;2022;1.50;2.40;1;0;7.50;5.50;15.00;91.00;8.00;15.00;41.00;6.00;11.00;26.00;10.00;8.50;46.00;23.00;21.00;34.00
106;2022;1.06;7.50;4;0;15.00;9.50;18.00;91.00;21.00;56.00;176.00;6.50;23.00;81.00;6.50;7.00;71.00;8.50;10.00;23.00
107;2022;2.00;1.73;3;2;6.50;5.50;15.00;101.00;6.50;11.00;26.00;7.00;9.50;23.00;13.00;10.00;41.00;36.00;31.00;41.00
108;2022;1.40;2.75;2;0;8.00;6.00;14.00;76.00;10.00;18.00;56.00;6.00;12.00;31.00;9.00;8.00;41.00;18.00;15.00;26.00
109;2022;1.07;7.00;4;0;12.00;8.50;20.00;126.00;18.00;51.00;201.00;5.50;23.00;91.00;5.50;7.00;91.00;9.00;11.00;26.00
110;2022;2.40;1.50;1;2;7.50;6.00;14.00;81.00;6.00;10.00;21.00;8.50;8.50;20.00;15.00;11.00;31.00;41.00;26.00;41.00
111;2022;1.20;4.00;2;2;6.50;6.50;21.00;151.00;11.00;26.00;126.00;4.50;18.00;71.00;6.50;8.00;91.00;13.00;17.00;36.00
112;2022;1.07;7.00;1;0;11.00;9.00;20.00;101.00;18.00;51.00;176.00;5.50;23.00;91.00;6.00;7.00;81.00;9.00;11.00;23.00
113;2022;1.50;2.40;1;0;7.00;5.50;15.00;91.00;8.00;15.00;41.00;6.00;11.00;26.00;10.00;9.00;46.00;23.00;21.00;34.00
114;2022;2.25;1.57;1;1;7.00;5.50;15.00;91.00;6.00;10.00;23.00;8.00;8.50;21.00;15.00;11.00;34.00;41.00;31.00;41.00
115;2022;1.80;1.91;0;2;7.00;5.50;15.00;101.00;7.00;12.00;36.00;6.50;10.00;26.00;11.00;9.50;41.00;26.00;26.00;36.00
116;2022;1.20;4.00;1;2;10.00;7.00;15.00;76.00;13.00;26.00;91.00;6.00;15.00;51.00;7.50;7.00;56.00;12.00;12.00;23.00
117;2022;1.13;5.20;1;1;11.00;7.50;17.00;91.00;17.00;36.00;126.00;5.50;19.00;67.00;6.50;7.00;61.00;10.00;11.00;23.00
118;2022;1.13;5.20;2;0;9.50;7.50;19.00;126.00;14.00;36.00;126.00;5.00;19.00;76.00;6.00;7.50;76.00;10.00;13.00;26.00
119;2022;3.30;1.29;1;0;8.50;6.00;15.00;91.00;5.50;7.50;15.00;11.00;7.50;14.00;23.00;14.00;26.00;81.00;51.00;56.00
120;2022;4.50;1.17;1;1;11.00;7.50;15.00;71.00;6.00;7.00;11.00;14.00;7.00;11.00;31.00;17.00;21.00;101.00;56.00;51.00
121;2022;1.50;2.40;2;0;7.50;6.00;15.00;81.00;8.50;17.00;46.00;6.50;11.00;31.00;9.50;8.00;41.00;21.00;18.00;31.00
122;2022;1.44;2.60;1;1;6.50;5.50;17.00;126.00;8.00;17.00;46.00;5.50;12.00;36.00;9.50;8.50;51.00;21.00;21.00;36.00
123;2022;2.10;1.65;1;1;7.00;5.50;14.00;91.00;6.50;11.00;26.00;7.50;9.00;21.00;14.00;10.00;36.00;36.00;26.00;41.00
124;2022;1.40;2.75;0;0;8.00;6.00;15.00;81.00;9.50;19.00;56.00;6.00;12.00;34.00;9.00;8.00;46.00;18.00;17.00;26.00
125;2022;1.01;11.00;2;1;19.00;12.00;23.00;101.00;36.00;91.00;201.00;6.50;36.00;151.00;5.50;8.00;101.00;6.50;9.50;26.00
126;2022;1.22;3.80;2;1;9.00;6.50;15.00;91.00;12.00;26.00;91.00;5.50;15.00;56.00;7.00;7.50;56.00;12.00;14.00;26.00
127;2022;1.44;2.60;2;1;6.50;6.00;17.00;126.00;8.50;17.00;61.00;5.50;12.00;36.00;9.00;8.50;56.00;20.00;20.00;36.00
128;2022;1.13;5.20;1;0;8.00;7.50;20.00;126.00;13.00;34.00;126.00;5.00;20.00;76.00;6.00;7.50;91.00;11.00;14.00;34.00
129;2022;1.20;4.00;1;1;9.00;7.00;18.00;101.00;13.00;31.00;101.00;5.00;17.00;61.00;6.50;7.50;67.00;12.00;13.00;26.00
130;2022;1.17;4.50;1;2;10.00;7.00;15.00;91.00;14.00;31.00;101.00;6.00;15.00;56.00;7.00;7.00;51.00;11.00;12.00;23.00
131;2022;1.65;2.10;1;1;5.50;5.50;19.00;126.00;6.50;14.00;41.00;5.50;11.00;34.00;10.00;10.00;61.00;26.00;26.00;51.00
132;2022;3.00;1.33;0;2;8.50;6.00;15.00;81.00;6.00;8.00;15.00;10.00;7.50;15.00;21.00;13.00;26.00;71.00;41.00;46.00
133;2022;1.50;2.40;2;2;6.50;5.50;17.00;126.00;8.00;17.00;51.00;5.50;12.00;36.00;9.50;8.50;56.00;21.00;21.00;41.00
134;2022;1.22;3.80;1;3;8.00;6.50;17.00;101.00;11.00;23.00;91.00;5.00;15.00;56.00;7.00;7.50;61.00;14.00;15.00;26.00
135;2022;1.06;7.50;1;1;13.00;10.00;23.00;126.00;21.00;67.00;201.00;5.50;31.00;126.00;5.00;7.50;101.00;7.50;11.00;26.00
136;2022;1.20;4.00;2;0;8.50;6.50;17.00;101.00;12.00;26.00;91.00;5.50;15.00;51.00;7.00;7.50;61.00;12.00;14.00;26.00
137;2022;2.20;1.60;1;0;9.00;6.00;12.00;67.00;7.50;11.00;23.00;8.50;8.50;18.00;15.00;10.00;26.00;34.00;23.00;31.00
138;2022;1.73;2.00;2;2;7.00;5.50;15.00;81.00;7.50;14.00;36.00;6.50;10.00;26.00;12.00;9.00;41.00;26.00;23.00;34.00
139;2022;1.50;2.40;1;1;7.50;5.50;15.00;91.00;8.50;15.00;46.00;6.50;10.00;31.00;10.00;8.50;41.00;23.00;20.00;31.00
140;2022;1.50;2.40;1;0;7.00;6.00;15.00;101.00;8.00;15.00;51.00;6.00;12.00;36.00;9.50;8.50;46.00;21.00;20.00;34.00
141;2022;1.08;6.50;4;0;10.00;8.00;21.00;126.00;17.00;46.00;201.00;5.00;21.00;91.00;6.00;7.00;81.00;9.00;12.00;26.00
142;2022;3.60;1.25;0;1;9.00;6.50;15.00;76.00;6.00;7.00;13.00;12.00;7.50;13.00;26.00;15.00;26.00;91.00;51.00;56.00
143;2022;1.50;2.40;0;0;6.00;5.50;18.00;126.00;7.00;15.00;46.00;5.50;12.00;36.00;10.00;9.50;56.00;23.00;23.00;41.00
144;2022;4.00;1.20;1;1;9.00;7.00;17.00;101.00;5.50;7.00;12.00;13.00;7.50;13.00;26.00;15.00;26.00;101.00;61.00;61.00
145;2022;1.30;3.20;0;1;7.50;6.00;15.00;91.00;10.00;21.00;67.00;5.50;13.00;41.00;8.00;8.00;51.00;17.00;17.00;31.00
146;2022;1.25;3.60;0;0;8.50;6.50;17.00;101.00;12.00;26.00;81.00;5.50;15.00;56.00;7.00;7.50;61.00;13.00;14.00;26.00
147;2022;2.10;1.65;1;1;8.50;6.00;13.00;71.00;7.00;11.00;23.00;8.50;8.50;19.00;15.00;10.00;26.00;36.00;26.00;31.00
148;2022;1.36;2.88;1;0;8.00;6.00;14.00;81.00;10.00;20.00;61.00;6.00;12.00;36.00;8.50;8.00;46.00;17.00;15.00;26.00
149;2022;1.80;1.91;2;1;7.50;5.50;14.00;81.00;7.50;13.00;34.00;7.00;9.50;23.00;12.00;9.50;36.00;26.00;23.00;36.00
150;2022;2.40;1.50;0;1;7.50;6.00;14.00;91.00;6.00;9.00;21.00;9.00;8.00;17.00;17.00;11.00;26.00;56.00;34.00;41.00
151;2022;1.57;2.25;1;0;7.00;6.00;15.00;81.00;8.00;14.00;41.00;6.50;10.00;26.00;10.00;9.00;41.00;23.00;21.00;36.00
152;2022;1.29;3.30;1;1;9.00;6.50;14.00;76.00;11.00;23.00;67.00;6.00;13.00;41.00;8.50;7.50;46.00;15.00;14.00;23.00
153;2022;1.45;2.55;1;1;6.50;5.50;17.00;101.00;8.00;17.00;61.00;5.50;12.00;41.00;9.00;9.00;56.00;21.00;21.00;36.00
154;2022;1.30;3.20;1;0;6.50;6.00;17.00;126.00;9.00;20.00;71.00;5.00;14.00;51.00;8.00;8.00;61.00;17.00;18.00;36.00
155;2022;1.25;3.60;1;1;8.00;6.50;15.00;101.00;11.00;23.00;76.00;5.50;14.00;46.00;7.50;7.50;56.00;15.00;15.00;31.00
156;2022;1.40;2.75;1;1;9.50;6.00;13.00;61.00;10.00;19.00;51.00;6.50;11.00;31.00;9.00;7.50;36.00;18.00;15.00;23.00
157;2022;1.65;2.10;2;2;7.50;5.50;14.00;81.00;7.50;14.00;34.00;7.00;10.00;26.00;11.00;9.00;34.00;26.00;21.00;34.00
158;2022;1.07;7.00;5;2;12.00;9.00;20.00;101.00;20.00;46.00;151.00;5.50;23.00;91.00;5.50;7.00;91.00;8.50;11.00;26.00
159;2022;1.01;11.00;0;1;17.00;11.00;26.00;126.00;31.00;81.00;201.00;6.00;36.00;176.00;5.50;7.50;126.00;6.50;9.50;26.00
160;2022;1.60;2.20;3;0;7.50;5.50;14.00;81.00;8.00;14.00;36.00;7.00;10.00;26.00;11.00;9.00;34.00;26.00;20.00;31.00
161;2022;1.57;2.25;1;0;7.50;5.50;15.00;81.00;8.00;14.00;41.00;6.50;10.00;26.00;10.00;8.50;41.00;23.00;20.00;31.00
162;2022;1.85;1.85;0;1;6.50;5.50;15.00;91.00;6.50;12.00;31.00;6.50;10.00;26.00;12.00;10.00;41.00;31.00;26.00;41.00
163;2022;1.05;8.00;5;0;15.00;10.00;19.00;91.00;23.00;61.00;201.00;6.50;26.00;91.00;6.00;7.00;81.00;8.00;10.00;21.00
164;2022;1.45;2.55;3;0;8.00;6.00;13.00;76.00;9.00;17.00;46.00;6.50;10.00;26.00;10.00;8.50;36.00;21.00;18.00;26.00
165;2022;3.80;1.22;0;1;8.50;6.50;17.00;101.00;5.00;6.50;13.00;11.00;7.50;14.00;26.00;17.00;26.00;101.00;61.00;71.00
166;2022;1.44;2.60;0;0;8.00;6.00;14.00;81.00;9.50;18.00;56.00;6.00;12.00;31.00;9.50;8.00;41.00;18.00;17.00;26.00
167;2022;1.30;3.20;1;0;6.00;6.00;20.00;151.00;8.50;20.00;76.00;5.00;15.00;51.00;8.00;8.50;71.00;17.00;20.00;41.00
168;2022;2.25;1.57;0;1;7.00;5.50;15.00;91.00;6.00;10.00;26.00;7.50;9.00;21.00;15.00;11.00;36.00;41.00;26.00;56.00
169;2022;1.33;3.00;1;1;8.50;6.00;14.00;91.00;10.00;21.00;56.00;6.00;13.00;36.00;9.00;7.50;41.00;15.00;15.00;26.00
170;2022;1.75;1.95;1;2;6.50;5.50;15.00;101.00;7.00;12.00;34.00;6.50;10.00;26.00;11.00;9.50;46.00;26.00;26.00;41.00
171;2022;1.11;5.50;2;3;10.00;8.00;21.00;101.00;15.00;41.00;151.00;5.00;21.00;91.00;6.00;7.00;81.00;9.50;12.00;26.00
172;2022;1.29;3.30;3;0;8.50;6.50;14.00;76.00;11.00;23.00;76.00;6.00;14.00;41.00;8.00;7.50;51.00;15.00;14.00;26.00
173;2022;1.08;6.50;1;0;7.50;7.50;23.00;201.00;13.00;41.00;201.00;4.50;23.00;101.00;5.50;8.00;101.00;10.00;14.00;36.00
174;2022;1.03;9.00;3;0;20.00;12.00;23.00;101.00;31.00;91.00;201.00;7.00;36.00;151.00;5.50;8.00;126.00;7.00;9.50;26.00
175;2022;2.25;1.57;0;2;8.00;6.00;14.00;71.00;6.50;10.00;23.00;8.50;8.50;19.00;15.00;10.00;26.00;36.00;26.00;36.00
176;2022;2.10;1.65;2;1;8.00;6.00;13.00;71.00;7.00;10.00;23.00;8.00;8.50;20.00;14.00;10.00;31.00;36.00;26.00;36.00
177;2022;2.20;1.60;1;1;6.00;5.50;18.00;101.00;6.00;10.00;26.00;6.50;9.50;26.00;14.00;11.00;46.00;41.00;34.00;51.00
178;2022;1.57;2.25;1;1;7.50;5.50;15.00;91.00;8.00;15.00;41.00;6.00;10.00;26.00;10.00;9.00;36.00;23.00;21.00;34.00
179;2022;1.60;2.20;0;1;8.00;6.00;13.00;76.00;8.00;14.00;36.00;7.00;10.00;23.00;11.00;8.50;36.00;23.00;21.00;31.00
180;2022;2.10;1.65;2;2;8.00;6.00;14.00;76.00;7.00;11.00;26.00;8.00;9.00;20.00;14.00;9.50;31.00;31.00;23.00;36.00
181;2022;1.13;5.20;1;0;10.00;7.50;18.00;101.00;14.00;36.00;101.00;5.50;19.00;71.00;6.50;7.00;76.00;11.00;12.00;26.00
182;2022;1.22;3.80;3;1;9.00;6.50;15.00;91.00;12.00;26.00;91.00;5.50;15.00;51.00;7.50;7.50;56.00;13.00;13.00;26.00
183;2022;1.73;2.00;0;1;5.50;5.50;17.00;151.00;6.50;13.00;41.00;5.50;11.00;34.00;11.00;10.00;51.00;26.00;26.00;51.00
184;2022;1.36;2.88;1;0;7.50;6.00;15.00;91.00;9.50;20.00;61.00;5.50;12.00;41.00;8.50;8.00;46.00;18.00;17.00;31.00
185;2022;2.10;1.65;3;0;7.00;5.50;15.00;91.00;6.50;11.00;26.00;7.50;9.50;23.00;13.00;10.00;36.00;36.00;26.00;41.00
186;2022;1.08;6.50;4;1;11.00;8.00;20.00;101.00;18.00;41.00;176.00;5.50;21.00;91.00;6.00;7.00;81.00;9.00;11.00;23.00
187;2022;1.25;3.60;1;0;6.50;6.50;20.00;151.00;10.00;26.00;101.00;4.50;15.00;61.00;7.00;8.00;81.00;14.00;18.00;36.00
188;2022;2.40;1.50;1;2;7.50;5.50;14.00;91.00;6.50;9.50;21.00;8.50;8.50;19.00;15.00;11.00;31.00;41.00;26.00;36.00
189;2022;1.65;2.10;1;0;8.00;6.00;14.00;81.00;7.50;13.00;34.00;7.00;10.00;23.00;12.00;8.50;36.00;26.00;21.00;31.00
190;2022;1.40;2.75;1;0;7.00;6.00;15.00;101.00;8.50;18.00;67.00;5.50;12.00;36.00;8.50;8.50;56.00;20.00;19.00;34.00
191;2022;1.29;3.30;0;0;8.50;6.00;15.00;91.00;11.00;23.00;76.00;5.50;14.00;46.00;7.50;7.50;56.00;14.00;15.00;26.00
192;2022;1.29;3.30;0;1;8.50;6.00;15.00;91.00;10.00;21.00;71.00;5.50;13.00;41.00;8.00;7.50;46.00;15.00;15.00;26.00
193;2022;1.08;6.50;1;2;8.50;8.00;23.00;151.00;15.00;46.00;201.00;4.50;26.00;101.00;5.50;7.50;101.00;9.50;13.00;36.00
194;2022;1.33;3.00;2;1;9.50;6.00;13.00;61.00;11.00;21.00;61.00;6.50;12.00;34.00;8.50;7.50;41.00;15.00;14.00;23.00
195;2022;2.20;1.60;1;0;7.00;5.50;15.00;91.00;6.00;10.00;23.00;7.50;9.00;21.00;15.00;11.00;36.00;41.00;26.00;41.00
196;2022;1.08;6.50;2;1;13.00;8.50;18.00;91.00;18.00;46.00;151.00;5.50;21.00;81.00;6.00;7.00;81.00;9.50;10.00;23.00
197;2022;4.50;1.17;1;2;11.00;7.00;15.00;81.00;6.00;6.50;11.00;14.00;7.00;12.00;31.00;17.00;23.00;101.00;56.00;56.00
198;2022;1.60;2.20;2;0;7.50;5.50;14.00;91.00;7.50;14.00;41.00;6.50;10.00;26.00;11.00;9.00;41.00;23.00;21.00;36.00
199;2022;1.07;7.00;3;3;11.00;8.50;21.00;126.00;18.00;51.00;176.00;5.00;23.00;101.00;5.50;7.00;101.00;9.00;12.00;26.00
200;2022;3.30;1.29;0;1;8.50;6.50;15.00;81.00;6.00;8.00;15.00;11.00;7.50;15.00;23.00;14.00;26.00;71.00;41.00;51.00
201;2022;2.55;1.45;1;1;6.00;5.50;18.00;151.00;5.50;9.50;23.00;7.50;9.00;23.00;15.00;12.00;46.00;51.00;41.00;61.00
202;2022;1.20;4.00;3;1;8.50;6.50;19.00;126.00;12.00;31.00;101.00;5.00;17.00;61.00;6.50;7.50;76.00;12.00;14.00;31.00
203;2022;1.30;3.20;2;0;8.50;6.00;15.00;91.00;10.00;21.00;67.00;6.00;13.00;41.00;8.00;7.50;46.00;15.00;15.00;26.00
204;2022;1.07;7.00;4;0;15.00;10.00;20.00;91.00;23.00;61.00;201.00;6.00;26.00;91.00;6.00;7.00;81.00;8.00;10.00;21.00
205;2022;1.29;3.30;3;3;8.00;6.00;15.00;91.00;10.00;21.00;76.00;5.50;14.00;41.00;8.00;8.00;61.00;15.00;15.00;26.00
206;2022;1.33;3.00;4;1;8.50;6.00;14.00;81.00;10.00;20.00;61.00;6.00;12.00;36.00;8.50;7.50;41.00;15.00;15.00;31.00
207;2022;3.00;1.33;2;3;8.00;6.00;15.00;81.00;6.00;8.50;15.00;10.00;8.00;15.00;20.00;13.00;26.00;67.00;41.00;56.00
208;2022;1.25;3.60;2;1;8.50;6.50;15.00;91.00;11.00;23.00;76.00;5.50;14.00;46.00;8.00;7.50;51.00;14.00;15.00;26.00
209;2022;1.05;8.00;1;0;12.00;10.00;26.00;151.00;23.00;71.00;201.00;5.00;34.00;126.00;5.00;7.50;151.00;7.50;11.00;31.00
210;2022;1.03;9.00;1;0;14.00;11.00;26.00;151.00;26.00;81.00;201.00;5.50;36.00;176.00;5.00;8.00;151.00;6.50;11.00;31.00
211;2022;1.91;1.80;0;3;8.50;5.50;13.00;76.00;7.50;12.00;26.00;7.50;9.00;21.00;13.00;9.50;31.00;26.00;23.00;34.00
212;2022;1.40;2.75;0;1;8.50;6.00;14.00;81.00;9.50;18.00;51.00;6.50;12.00;31.00;9.00;8.00;36.00;19.00;17.00;26.00
213;2022;3.60;1.25;0;1;8.00;6.50;17.00;101.00;5.00;7.00;14.00;11.00;7.50;15.00;26.00;15.00;26.00;91.00;51.00;61.00
214;2022;1.65;2.10;2;2;7.00;5.50;15.00;81.00;7.50;13.00;36.00;6.50;10.00;26.00;11.00;9.00;41.00;26.00;23.00;36.00
215;2022;1.36;2.88;0;0;7.00;6.00;17.00;101.00;9.00;21.00;61.00;5.50;13.00;41.00;8.50;8.50;61.00;18.00;18.00;36.00
216;2022;1.25;3.60;3;1;6.50;6.00;20.00;151.00;9.50;23.00;91.00;4.50;17.00;61.00;7.00;8.00;76.00;15.00;17.00;41.00
217;2022;2.00;1.73;1;0;7.50;6.00;14.00;91.00;6.50;11.00;26.00;7.50;9.00;21.00;14.00;10.00;31.00;36.00;26.00;36.00
218;2022;1.14;4.80;2;0;12.00;8.00;17.00;76.00;17.00;41.00;151.00;6.00;18.00;61.00;6.50;7.00;61.00;10.00;11.00;21.00
219;2022;1.50;2.40;0;0;8.50;6.00;14.00;71.00;8.50;15.00;41.00;6.50;10.00;26.00;10.00;8.50;36.00;21.00;18.00;26.00
220;2022;1.20;4.00;1;0;8.50;7.00;18.00;101.00;13.00;31.00;101.00;5.00;17.00;67.00;6.50;7.50;67.00;12.00;14.00;26.00
221;2022;1.44;2.60;2;0;6.00;5.50;17.00;126.00;7.50;15.00;46.00;5.50;11.00;36.00;10.00;9.00;56.00;23.00;23.00;41.00
222;2022;1.14;4.80;0;0;8.50;7.00;18.00;101.00;13.00;36.00;151.00;5.00;19.00;76.00;6.50;7.50;81.00;11.00;13.00;31.00
